first_Name; last_Name; companyName; address;city;province; postal; phone; email;
Ria; Steinhorst; D H Auto Equip Inc; 269 Commercial Dr; Jonquiere; QC; G7S 2S3; 418-319-1374; ria.steinhorst@steinhorst.com;
Ricarda; Kratt; Hersh, Peter S Md; 1 Clairemont Mesa Blvd; New Glasgow; NS; B2H 3Y5; 902-614-2197; rkratt@yahoo.com;
Ricki; Traux; Collins, Frederick H Esq; 995 Concord Rd; Montreal; QC; H3J 1S4; 514-657-1920; ricki.traux@traux.com;
Rikki; Montalgo; Emergency Management; 7 Lagrange St #10; Montreal; QC; H2K 3M3; 514-472-6857; rikki@montalgo.com;
Robt; Hankison; Joseph Notarianni & Co; 3780 Ronson Rd; Quebec; QC; G1L 4H3; 418-874-8104; robt_hankison@cox.net;
Rochell; Wetherby; Img Scene Internet Multimedia; 142 E 57th Ave #2; Amqui; QC; G5J 1E2; 418-362-9768; rwetherby@wetherby.org;
Rodney; Lockamy; Schultz, Barry J Esq; 7 N Us Highway 67 #96; Ottawa; ON; K1S 2E4; 613-273-5773; rodney_lockamy@aol.com;
Romana; Riesgraf; Sparta Engrg & Land Co Inc; 986 Whitaker Way; Moncton; NB; E1A 6P3; 506-310-3728; romana_riesgraf@hotmail.com;
Ronnie; Kettelle; Pure Wtr Inc Wrldwd Corprt; 3 Avenue Rt 295 #199; Halifax; NS; B3H 1M2; 902-367-7042; ronnie_kettelle@aol.com;
Rosalind; Persechino; Grand Prairie Chamber Commrce; 86 Shady Run Rd; Kanata; ON; K2M 1E6; 613-975-5760; rosalind.persechino@aol.com;
Rosalyn; Mcspedon; Elton Iron Co Inc; 449 Oakwood Ave; Kingston; ON; K7K 3L3; 613-362-7798; rosalyn.mcspedon@mcspedon.org;
Rosann; Heinricher; Ramapo Memorial Co; 91 Nw 52nd Ave; Mirabel; QC; J7N 2E1; 450-474-6397; rosann_heinricher@heinricher.com;
Rosendo; Lanter; Howe & Hutton Ltd; 2052 E Semoran Blvd; Regina; SK; S4N 5R4; 306-700-6743; rosendo@hotmail.com;
Ruby; Sensibaugh; Qualex Inc; 637 Wright Rd; Coquitlam; BC; V3K 2P4; 604-553-2468; ruby@sensibaugh.com;
Rutha; Eisert; Quality Litho Printing; 87 W 32nd St; Niagara Falls; ON; L2G 3H6; 905-468-2503; rutha@eisert.com;
Ryan; Phibbs; Citrus Power Equipment; 7827 Commercial St Se #37; Regina; SK; S4V 3B8; 306-621-2626; rphibbs@gmail.com;
Sabine; Kaea; Westerman, Bryan; 48 Lower Ragsdale Dr #1349; Brampton; ON; L6W 1A8; 905-586-1138; sabine@gmail.com;
Salina; Knavel; Schiller & Osbourn; 4 Newark St; Arnprior; ON; K7S 2G8; 613-280-7170; salina.knavel@gmail.com;
Sanda; Laramie; Trafalgar Corp; 5181 N Alma School Rd; Dawson Creek; BC; V1G 1Y2; 250-700-8923; slaramie@laramie.org;
Sarina; Pead; Burgess Manning Inc; 7821 16th St Nw; Ajax; ON; L1S 1S7; 905-696-6221; spead@cox.net;
Shad; Reider; City Judge; 7995 Douglas Rd E #6; Lloydminster; AB; T9V 2M7; 780-953-3852; shad_reider@aol.com;
Shakira; Westervelt; Buena Clerk; 5470 N Lamar Blvd #542; North Vancouver; BC; V7J 2J9; 604-991-8721; swestervelt@westervelt.org;
Shala; Ogle; Plaza Inn; 4956 Midway Rd #65; Fatima; QC; G4T 2N4; 418-823-9061; shala_ogle@ogle.org;
Shanice; Pennel; Firm Security Systems Inc; 31 N Canal St; Kingston; ON; K7L 2Y7; 613-850-3405; shanice.pennel@pennel.org;
Shaniqua; Corna; Durley, Colly J Esq; 8 Sylvan Ave; North York; ON; M3H 5X6; 416-573-9093; shaniqua@yahoo.com;
Shannan; Cupit; Golden West Machine Inc; 6 S San Marcos Rd; North York; ON; M2N 2B8; 416-266-5891; shannan@cox.net;
Sharmaine; Batdorf; Stritzel Awning Svc; 1822 Guilford Rd; Saint-Basile; NB; E7C 2L8; 506-839-1630; sharmaine_batdorf@batdorf.com;
Shasta; Canonico; Rob Young Ldo; 71 West Ave; Sault Ste. Marie; ON; P6C 2C8; 705-531-2796; shasta_canonico@aol.com;
Shaun; Scovil; Stowe Away Lodge; 253 Hamilton Ave #1684; Pickering; ON; L1W 2P9; 905-907-6615; shaun_scovil@aol.com;
Shawnee; Kesten; N Amercn Min & Quar Equip Inc; 5 W Irving Park Rd; Big Ridge; NS; B1K 1X8; 902-208-1038; shawnee@yahoo.com;
Shawnna; Arredondo; Ef International Lang Schls; 4 N Brand Blvd; Orleans; ON; K4A 0V9; 613-996-1062; sarredondo@arredondo.com;
Shay; Knieper; Raby, Paul Ed; 571 Maiden Ln #7; Brossard; QC; J4X 1J9; 450-806-3050; shay.knieper@gmail.com;
Shelba; Kast; Mccarn Enterprises Inc; 56 Washington Rd; Halifax; NS; B3K 2C1; 902-654-7334; shelba.kast@yahoo.com;
Sheldon; Isachsen; Young, Charles R Esq; 35 Milnor St; Valley; NS; B6L 3K5; 902-330-7314; sheldon@isachsen.org;
Shelton; Spannuth; Bell, David M Esq; 4 Bloomfield Ave #5; Brandon; MB; R7B 1N3; 204-364-5889; shelton.spannuth@yahoo.com;
Shenika; Tapian; Helco Sales Co; 4 Collier Rd Nw; Ottawa; ON; K1S 1N5; 613-219-1869; shenika.tapian@aol.com;
Sherell; Despain; Colonial Color Corp; 66 62nd St #30; Surrey; BC; V3R 6N7; 604-344-4458; sdespain@hotmail.com;
Sherly; Vitrano; Stangels Financial Services; 8 Cochise Trl; Sydney; NS; B1P 1C1; 902-480-3185; svitrano@hotmail.com;
Shoshana; Courter; Harry Jersig Center; 8763 N Front St; Windsor; ON; N8Y 4T9; 519-396-2906; shoshana@courter.org;
Silva; Riviere; Nimco Corp; 10 Canal St; Pierrefonds; QC; H8Y 2A9; 514-319-4125; silva.riviere@riviere.org;
Sina; Masiejczyk; Misioneros Del Camino; 3067 W Wabansia Ave; Etobicoke; ON; M9C 5B4; 416-369-7013; smasiejczyk@cox.net;
Slyvia; Stockham; Finchers Findings; 4895 Country Club Rd; Quebec; QC; G1K 5J8; 418-913-7998; slyvia.stockham@aol.com;
Sommer; Frere; Bliss & Nyitray Inc; 1309 Pitney Rd; Saint-Hubert; QC; J3Y 4R3; 450-777-9643; sfrere@yahoo.com;
Sonia; Blan; Kinkos Copies; 924 W Saint Mary Blvd; Deer Lake; NL; A8A 2A6; 709-512-6346; sblan@blan.com;
Stacey; Lortz; Electrical Workers Unon Ibew; 5039 Coffee Rd; Scarborough; ON; M1K 1H4; 416-310-1610; stacey_lortz@aol.com;
Stanton; Rigazio; Maxons Restorations Inc; 4 Smith St #5; North York; ON; M3M 2A4; 416-801-7398; srigazio@rigazio.org;
Starr; Prothro; Gs Roofing Company; 133 Us Highway 206; Chicoutimi; QC; G7H 4M5; 418-811-3750; sprothro@prothro.com;
Stefanie; Prinkey; Cheyenne Business Equipment; 985 Joyce St; Surrey; BC; V3R 4T5; 604-833-9067; stefanie_prinkey@prinkey.org;
Steffanie; Meinen; Rosenblum, Donn D Esq; 801 W Belmont Ave; Montreal; QC; H3C 5G9; 514-964-9106; steffanie.meinen@cox.net;
Stephanie; Rolling; Gaber Nyman & Co; 45 S Cedar Ridge Dr; Lloydminster; SK; S9V 1T4; 306-510-5011; srolling@rolling.org;
Stephanie; Garlett; Brown Shoe Co; 6 L St #1761; Kanata; ON; K2T 1G5; 613-557-7338; stephanie.garlett@gmail.com;
Susana; Mccarley; Kinkos Copies; 7 S Quebec; Windsor; ON; N9E 2G5; 519-491-9261; susana_mccarley@gmail.com;
Susy; Finstad; Weiner, Sheldon Md; 6 N Town East Blvd; Calgary; AB; T2X 0J3; 403-571-8756; sfinstad@aol.com;
Suzi; Groom; Comisky, James L; 9 W Jackson Blvd; Surrey; BC; V3S 7P4; 604-700-2946; suzi.groom@groom.org;
Tambra; Lembke; Moore, Albert F Esq; 6734 W Jackson Blvd; Salmon Arm; BC; V1E 4G9; 250-353-7479; tlembke@lembke.org;
Tamera; Crocker; Cooper & Kelley; 652 Pacific Hwy; Edmonton; AB; T5C 3M1; 780-833-7024; tcrocker@cox.net;
Tammy; Sams; Photos Inc; 5 Secaucus Rd; Nanaimo; BC; V9R 5W6; 250-226-1002; tammy_sams@sams.com;
Tandra; Castillanos; Stony Creek Apartments; 629 105th Ave; Hamilton; ON; L9C 3G2; 905-715-9339; tcastillanos@castillanos.com;
Tanesha; Tesseneer; Alex Fries & Bros Inc; 326 Witherspoon St; Etobicoke; ON; M9R 2W5; 416-568-3388; tanesha_tesseneer@hotmail.com;
Tawanna; Kuamoo; Walker, L Mark Esq; 380 Main St; Matane; QC; G4W 3G6; 418-734-9693; tawanna_kuamoo@gmail.com;
Tawny; Bonventre; Bell Mirror & Glass Inc; 5 Middletown Blvd; Richmond; BC; V6Y 1L9; 604-632-4346; tbonventre@aol.com;
Tayna; Keirnan; Hartz, J Ernest Esq; 18 Cowesett Ave; Barrie; ON; L4N 5C5; 705-655-5936; tayna_keirnan@gmail.com;
Tayna; Sine; Bailey, Lesli Esq; 99 Garfield Ave #370; Burlington; ON; L7R 3Y8; 905-334-8817; tayna_sine@sine.com;
Tenesha; Stropko; Guroff, Julia H Esq; 648 Waihona St #1152; Cardigan; NB; E6B 1L7; 506-629-6209; tenesha.stropko@aol.com;
Tennie; Santanna; M A C Insurance Agency; 196 Waterman Ave #1; Trois-Rivieres; QC; G8T 6A2; 819-261-5496; tennie@aol.com;
Tequila; Pelletier; Feldman Co Inc; 6173 Landmeier Rd; Richmond Hill; ON; L4C 9T5; 905-692-6934; tequila_pelletier@cox.net;
Terrilyn; Waska; Corallino, Robert L Cpa; 6 E Miraloma Ave; Gatineau; QC; J8M 2A5; 819-670-6020; terrilyn_waska@hotmail.com;
Tesha; Brang; Butler Tool & Design Inc; 831 Vanowen St #5; Montreal; QC; H4K 2N2; 514-432-5290; tesha@aol.com;
Thea; Petermeier; Anderson Heather Zane; 402 Santa Isabel Ave; Sept-Iles; QC; G4S 1Z5; 418-360-6739; thea@hotmail.com;
Thersa; Davirro; Herstein, Elliot J; 863 E Mcdowell Rd; Kamloops; BC; V2C 6S8; 250-540-5275; thersa.davirro@aol.com;
Thora; Daneker; Engravers; 6 Old York Rd; Gatineau; QC; J8P 3A1; 819-648-4049; tdaneker@daneker.com;
Timothy; Bussert; Purdy, Angeline Esq; 43 Winnetka Ave; Toronto; ON; M4C 3Y1; 416-521-5624; timothy@bussert.com;
Tish; Violett; Electro Arc Manufacturing Co; 1 Norris Ave #4095; Laval; QC; H7W 5K7; 450-840-7605; tish.violett@violett.com;
Titus; Dugre; American Lung Assoc; 419 N Dixboro Rd #8; Gatineau; QC; J9J 0V4; 819-983-1846; titus.dugre@dugre.org;
Toi; Rollison; Armored Transport Of Ca Inc; 2 S Church St; Terrebonne; QC; J6W 1M9; 450-714-2875; toi_rollison@rollison.com;
Tom; Loeza; Sheraton Shreveport Hotel; 447 Commercial St Se; LIle-Perrot; QC; J7V 4T4; 514-487-6096; tom.loeza@gmail.com;
Toshia; Lippoldt; U Stor; 7 Duluth St; Stoneham-Et-Tewkesbury; QC; G3C 0S2; 418-759-7863; toshia_lippoldt@aol.com;
Trevor; Harnist; Meraglio, Ruissell J Jr; 99 Hart St; Dartmouth; NS; B2Y 1G7; 902-782-2576; trevor.harnist@hotmail.com;
Trinidad; Bredernitz; Tmr The Music Room; 75 N Washington Ave; Lasalle; QC; H8N 1S9; 514-561-2312; trinidad@yahoo.com;
Troy; Dicus; Quick Turn Circuits Inc; 58 Calle Arroyo; Trenton; ON; K8V 3Z2; 613-938-7999; troy_dicus@yahoo.com;
Truman; Mondale; Metz, Roger E Esq; 1657 N Green St; Peterborough; ON; K9J 0A1; 705-757-7389; truman.mondale@aol.com;
Tuyet; Abramovitz; Gibbard, H Frank Iii; 976 Cozycroft Ave; Richmond Hill; ON; L4E 4P3; 905-790-7938; tuyet.abramovitz@abramovitz.com;
Twila; Shadle; Marks, Seymour Esq; 20 Simpson Ferry Rd; Victoria; BC; V8Y 1H4; 250-862-6746; tshadle@shadle.com;
Val; Bigaud; Mpsi Systems Inc; 42 N 16th St #620; Montreal; QC; H2C 3A1; 514-726-2573; val_bigaud@aol.com;
Valene; Madson; H J Heinz Fld Ofc & Distrb Ctr; 42 Main St; Alma; QC; G8B 7M5; 418-646-3844; valene@madson.org;
Valentin; Billa; General Color Co Inc; 6185 Bohn St #72; Pangman; SK; S0C 2C0; 306-291-5073; vbilla@yahoo.com;
Vallie; Nigl; Can Lines Inc; 7823 N 36th Ave; North Vancouver; BC; V7H 2J2; 604-848-3170; vallie@yahoo.com;
Vanda; Tentler; Oklahoma Ford Power Products; 7 Shetland Ct; Kimberley; BC; V1A 2M7; 250-605-3501; vanda_tentler@tentler.org;
Vanna; Pickle; Phipps & Bird; 3 B Main #117; Newmarket; ON; L3Y 3M4; 905-309-4565; vanna_pickle@aol.com;
Verlene; Billow; Capital Environ Drill Svc Inc; 8528 A Park Rd; Brampton; ON; L6P 0X3; 905-486-5455; vbillow@billow.com;
Verona; Jobst; M C Green & Sons; 9041 Grand Plaza Plac; Montreal; QC; H3V 1E3; 514-842-7487; verona_jobst@jobst.org;
Veta; Vandeberg; Rickard, Deborah S; 940 E Jefferson Ave; Juniper; NB; E7L 1G1; 506-996-1241; vvandeberg@gmail.com;
Vicki; Maikoksoong; George Bigham & Associates; 7 Tomahawk Dr; Richmond; BC; V7A 3N1; 604-231-6180; vicki@gmail.com;
Vinnie; Meir; Halbar Enterprises Whol Clthng; 559 Bridge Plz; Etobicoke; ON; M8Y 1G5; 416-862-7028; vmeir@meir.com;
Viola; Eddens; Hales Corners Village Printing; 51 S Hulen St; Grand Manan; NB; E5G 3A8; 506-772-3108; veddens@eddens.org;
Vivan; Oppy; Record Journal; 4696 Alewa Dr; Swift Current; SK; S9H 3S9; 306-325-3090; voppy@gmail.com;
Von; Aprigliano; Heller, Tom A Esq; 63 Baronne St; Port Moody; BC; V3H 1E8; 604-986-3233; von@aol.com;
Vonda; Normandeau; Crisell Cohee & Co; 9891 Main St; Mirabel; QC; J7J 1G7; 450-706-3809; vonda@yahoo.com;
Wayne; Shivers; Ram Page; 865 Ponce De Leon Blvd; Chicoutimi; QC; G7H 6A2; 418-374-1965; wayne@aol.com;
Wenona; Braseth; Weinbren, Don B Esq; 7 Ramon Rd; Beloeil; QC; J3G 2C1; 450-751-1928; wenona.braseth@braseth.org;
Willard; Lablanc; Mershon Metal Specialties Inc; 1534 Sidco Dr; Leduc; AB; T9E 5A6; 780-384-5410; wlablanc@yahoo.com;
Willetta; Cesa; Alpha Services Co; 578 E Us Highway 36 #3; Membertou; NS; B1S 2P3; 902-981-7382; willetta_cesa@gmail.com;
William; Cilento; Boland, William T Jr; 1434 Ash St; Trochu; AB; T0M 2C0; 403-251-6126; william.cilento@gmail.com;
William; Boccard; Dubosar & Davidson Pa; 9 Clove Rd; Pointe-aux-Trembles; QC; H1B 4R4; 514-606-4631; william@gmail.com;
Willie; Coughlan; Brooktronics Engineering Corp; 8545 S Westshore Blvd; Cantley; QC; J8V 3K1; 819-869-6389; willie@aol.com;
Willis; Wylie; Acquired Knowledge Inc; 646 9th St; Saint-Raymond; QC; G3L 3X9; 418-833-1949; willis@yahoo.com;
Wilson; Nickelson; Brobeck Phleger & Harrison; 74 Se 3rd Ave #1494; North York; ON; M2J 3W5; 416-376-7867; wilson_nickelson@aol.com;
Xenia; Mushero; Institute For Law & Jstc Inc; 1 El Camino Ave #39; Kingston; ON; K7K 1P6; 613-714-1829; xenia@aol.com;
Yaeko; Orndoff; Holcombe Armature Co; 66 Hoffman St; St Thomas; ON; N5P 2E5; 519-625-4433; yaeko_orndoff@orndoff.org;
Yan; Bubrig; Database Programming & Design; 712 N 5th St; Grand Manan; NB; E5G 1L1; 506-493-4894; yan@cox.net;
Yasuko; Greeves; Plant; 4634 Anania Dr; Vernon; BC; V1B 3Z4; 250-891-6910; ygreeves@cox.net;
Yesenia; Giglio; Basque Plastics Corp; 1262 W 19th St; Janeville; NB; E2A 5K7; 506-858-9797; yesenia@cox.net;
Yolande; Staiano; Williams Jamal Ltd; 21 N 14th St; Orleans; ON; K1C 3C7; 613-700-7712; yolande_staiano@gmail.com;
Yong; Yestramski; Kraft Foodservice Inc; 365 Zebra Pl; Brantford; ON; N3R 3C6; 519-344-3979; yong_yestramski@aol.com;
Yvette; Capiga; Stier, Brian E Esq; 33 Broadway St #8539; Big Valley; AB; T0J 0G0; 403-919-6456; yvette.capiga@yahoo.com;
Zaila; Aizer; Costco; Montreal; 123,rue centre; QC; H1A 2B3; 514-123-4567; Zaila@gmail.com;
Zoila; Lannigan; Fox Chase Federal Savings Bank; 40 N Dean St; York; ON; M6N 3Z2; 416-322-9207; zlannigan@aol.com;
